;地图编号	X坐标	Y坐标	怪物名	范围	数量	间隔(分钟)	集中率(0-100)	名字颜色	是否为内功怪物(0,1)	国家ID	怪物能否攻击同国家的人	不同国家的怪物能否相互攻击	怪物能否被同国家的人来攻击			
0	200	200	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	200	200	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	200	200	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	200	200	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	200	200	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	200	200	稻草人	55	4	20	0	246	0	0	0	0	0			
0	300	200	鸡	55	20	20	0	246	0	0	0	0	0			
0	400	200	鸡	55	20	20	0	246	0	0	0	0	0			
0	500	200	半兽人	55	4	20	0	246	0	0	0	0	0			
0	500	200	食人花	55	4	20	0	246	0	0	0	0	0			
0	500	200	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	500	200	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	500	200	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	500	200	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	500	200	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	500	200	稻草人	55	4	20	0	246	0	0	0	0	0			
0	600	200	半兽人	55	4	20	0	246	0	0	0	0	0			
0	600	200	食人花	55	4	20	0	246	0	0	0	0	0			
0	600	200	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	600	200	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	600	200	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	600	200	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	600	200	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	600	200	稻草人	55	4	20	0	246	0	0	0	0	0			
																
0	100	300	半兽人	55	4	20	0	246	0	0	0	0	0			
0	100	300	食人花	55	4	20	0	246	0	0	0	0	0			
0	100	300	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	100	300	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	100	300	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	100	300	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	100	300	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	100	300	稻草人	55	4	20	0	246	0	0	0	0	0			
0	200	300	半兽人	55	4	20	0	246	0	0	0	0	0			
0	200	300	食人花	55	4	20	0	246	0	0	0	0	0			
0	200	300	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	200	300	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	200	300	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	200	300	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	200	300	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	200	300	稻草人	55	4	20	0	246	0	0	0	0	0			
0	300	300	鸡	55	20	20	0	246	0	0	0	0	0			
0	400	300	鸡	55	20	20	0	246	0	0	0	0	0			
0	500	300	半兽人	55	4	20	0	246	0	0	0	0	0			
0	500	300	食人花	55	4	20	0	246	0	0	0	0	0			
0	500	300	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	500	300	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	500	300	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	500	300	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	500	300	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	500	300	稻草人	55	4	20	0	246	0	0	0	0	0			
0	600	300	半兽人	55	4	20	0	246	0	0	0	0	0			
0	600	300	食人花	55	4	20	0	246	0	0	0	0	0			
0	600	300	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	600	300	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	600	300	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	600	300	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	600	300	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	600	300	稻草人	55	4	20	0	246	0	0	0	0	0			
																
0	100	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	100	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	100	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	100	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	100	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	100	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	100	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	100	400	稻草人	55	4	20	0	246	0	0	0	0	0			
0	200	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	200	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	200	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	200	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	200	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	200	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	200	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	200	400	稻草人	55	4	20	0	246	0	0	0	0	0			
0	300	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	300	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	300	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	300	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	300	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	300	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	300	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	300	400	稻草人	55	4	20	0	246	0	0	0	0	0			
0	400	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	400	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	400	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	400	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	400	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	400	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	400	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	400	400	稻草人	55	4	20	0	246	0	0	0	0	0			
0	500	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	500	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	500	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	500	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	500	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	500	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	500	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	500	400	稻草人	55	4	20	0	246	0	0	0	0	0			
0	600	400	半兽人	55	4	20	0	246	0	0	0	0	0			
0	600	400	食人花	55	4	20	0	246	0	0	0	0	0			
0	600	400	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	600	400	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	600	400	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	600	400	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	600	400	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	600	400	稻草人	55	4	20	0	246	0	0	0	0	0			
																
0	100	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	100	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	100	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	100	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	100	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	100	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	100	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	100	500	稻草人	55	4	20	0	246	0	0	0	0	0			
0	200	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	200	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	200	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	200	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	200	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	200	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	200	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	200	500	稻草人	55	4	20	0	246	0	0	0	0	0			
0	300	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	300	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	300	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	300	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	300	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	300	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	300	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	300	500	稻草人	55	4	20	0	246	0	0	0	0	0			
0	400	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	400	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	400	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	400	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	400	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	400	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	400	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	400	500	稻草人	55	4	20	0	246	0	0	0	0	0			
0	500	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	500	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	500	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	500	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	500	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	500	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	500	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	500	500	稻草人	55	4	20	0	246	0	0	0	0	0			
0	600	500	半兽人	55	4	20	0	246	0	0	0	0	0			
0	600	500	食人花	55	4	20	0	246	0	0	0	0	0			
0	600	500	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	600	500	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	600	500	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	600	500	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	600	500	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	600	500	稻草人	55	4	20	0	246	0	0	0	0	0			
																
0	100	600	半兽人	55	4	20	0	246	0	0	0	0	0			
0	100	600	食人花	55	4	20	0	246	0	0	0	0	0			
0	100	600	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	100	600	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	100	600	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	100	600	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	100	600	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	100	600	稻草人	55	4	20	0	246	0	0	0	0	0			
0	200	600	鸡	55	15	20	0	246	0	0	0	0	0			
0	200	600	鹿	55	15	20	0	246	0	0	0	0	0			
0	200	600	多钩猫	55	15	20	0	246	0	0	0	0	0			
0	200	600	钉耙猫	55	15	20	0	246	0	0	0	0	0			
0	200	600	稻草人	55	15	20	0	246	0	0	0	0	0			
0	300	600	鸡	55	50	20	0	246	0	0	0	0	0			
0	300	600	鹿	55	50	20	0	246	0	0	0	0	0			
0	400	600	半兽人	55	4	20	0	246	0	0	0	0	0			
0	400	600	食人花	55	4	20	0	246	0	0	0	0	0			
0	400	600	森林雪人	55	4	20	0	246	0	0	0	0	0			
0	400	600	毒蜘蛛	55	4	20	0	246	0	0	0	0	0			
0	400	600	多钩猫	55	4	20	0	246	0	0	0	0	0			
0	400	600	钉耙猫	55	4	20	0	246	0	0	0	0	0			
0	400	600	蛤蟆	55	4	20	0	246	0	0	0	0	0			
0	400	600	稻草人	55	4	20	0	246	0	0	0	0	0			
0	500	600	鸡	55	10	20	0	246	0	0	0	0	0			
0	500	600	鹿	55	10	20	0	246	0	0	0	0	0			
0	500	600	多钩猫	55	10	20	0	246	0	0	0	0	0			
0	500	600	钉耙猫	55	10	20	0	246	0	0	0	0	0			
0	500	600	稻草人	55	10	20	0	246	0	0	0	0	0			
0	600	600	鸡	55	10	20	0	246	0	0	0	0	0			
0	600	600	鹿	55	10	20	0	246	0	0	0	0	0			
0	600	600	多钩猫	55	10	20	0	246	0	0	0	0	0			
0	600	600	钉耙猫	55	10	20	0	246	0	0	0	0	0			
0	600	600	稻草人	55	10	20	0	246	0	0	0	0	0			
																
;边界村																
0	300	625	鸡	20	20	10	0	246	0	0	0	0	0			
																
;银杏山谷																
0	650	625	鸡	20	20	10	0	246	0	0	0	0	0			
																
;------------------------------------------------------------------------------------																
;兽人古墓一层																
D001	200	200	山洞蝙蝠	200	60	60	0	246	0	0	0	0	0			
D001	200	200	蝎子	200	60	60	0	246	0	0	0	0	0			
D001	200	200	洞蛆	200	60	60	0	246	0	0	0	0	0			
D001	200	200	骷髅	200	60	60	0	246	0	0	0	0	0			
D001	200	200	骷髅战士	200	60	60	0	246	0	0	0	0	0			
D001	200	200	山洞蝙蝠0	200	3	60	0	246	0	0	0	0	0			
D001	200	200	骷髅0	200	3	60	0	246	0	0	0	0	0			
D001	200	200	骷髅战士0	200	3	60	0	246	0	0	0	0	0			
D001	195	120	骷髅精灵	5	1	60	0	249	0	0	0	0	0			
D001	240	250	骷髅精灵	5	1	60	0	249	0	0	0	0	0			
D001	94	227	骷髅精灵	5	1	60	0	249	0	0	0	0	0			
D001	200	200	骷髅精灵	200	1	60	0	249	0	0	0	0	0			
D001	40	347	山洞蝙蝠	15	2	15	0	246	0	0	0	0	0			
D001	40	347	蝎子	15	2	15	0	246	0	0	0	0	0			
D001	40	347	洞蛆	15	2	15	0	246	0	0	0	0	0			
D001	40	347	骷髅	15	2	15	0	246	0	0	0	0	0			
