记忆石	7068943	1	D515	12	17
记忆石	7115195	0	0151	15	10
记忆石	7115195	1	0150	10	22
记忆石	7125484	0	0151	15	10
记忆石	7125485	0	0151	15	10
记忆石	7134207	0	T315	152	143
记忆石	7134207	1	D10051	180	54
记忆石	7134257	0	D10062	23	18
记忆石	7134258	0	D10061	26	19
记忆石	7134775	0	D10061	26	19
记忆石	7135915	1	D10062	13	12
记忆石	7135915	2	D10062	26	11
记忆石	7136094	0	D10062	26	11
记忆石	7136095	1	D10062	26	11
记忆石	7149435	0	D10062	26	11
记忆石	7149435	1	D515	7	22
记忆石	7149435	2	T315	160	103
记忆石	7149435	3	D10062	23	18
记忆石	7149767	0	D10062	23	18
记忆石	7149767	1	D10061	26	19
记忆石	7152435	0	D10062	23	18
记忆石	7152435	1	D10061	26	19
记忆石	7155396	0	D10062	23	18
记忆石	7157194	0	D10061	26	19
记忆石	7157194	1	D10062	23	18
记忆石	7157201	0	D10062	23	18
记忆石	7157201	1	D10061	26	19
记忆石	7162821	0	D10062	23	18
记忆石	7162821	1	D10061	26	19
记忆石	7168681	0	H003	20	19
记忆石	7168681	1	D2078	254	253
记忆石	7173212	0	H010	288	156
记忆石	7173212	3	H009	100	103
记忆石	7173212	4	0151	17	10
记忆石	7173212	5	D10062	23	18
记忆石	7184853	0	T315	150	144
记忆石	7184853	1	0122	23	33
记忆石	7184853	2	D2079	52	52
记忆石	7186348	0	H010	79	164
记忆石	7186348	2	H007	108	14
记忆石	7195892	0	T1061	23	26
记忆石	7214345	0	D515	29	15
记忆石	7216781	2	D10062	23	18
记忆石	7218772	0	H010	77	150
记忆石	7218772	3	DH04	8	47
记忆石	7218772	4	B126	13	11
记忆石	7218772	5	H010	299	187
记忆石	7222772	0	D10061	26	19
记忆石	7228623	0	0151	13	15
记忆石	7237796	0	H009	157	29
记忆石	7237796	4	H009	65	82
记忆石	7248552	1	D10061	26	19
记忆石	7248742	0	0150	9	12
记忆石	7248742	1	H009	34	171
记忆石	7248742	2	H009	245	32
记忆石	7248742	3	H010	160	160
记忆石	7248742	5	DH04	9	47
记忆石	7256520	2	tianting	22	25
记忆石	7256520	3	D2009	54	74
记忆石	7256520	4	3	642	286
记忆石	7256520	5	D2013	72	77
记忆石	7260098	1	D10062	23	18
记忆石	7260098	3	H007	115	12
记忆石	7260098	5	D10061	26	19
记忆石	7261343	5	H003	54	66
记忆石	7261519	4	H007	96	11
记忆石	7266141	4	D10061	26	19
记忆石	7266142	2	H007	130	42
记忆石	7266142	5	H007	193	99
记忆石	7271495	1	H009	35	14
记忆石	7271495	3	EM001	20	17
记忆石	7271495	5	EM001	17	16
记忆石	7285570	0	0137	18	17
记忆石	7300175	0	0137	14	13
记忆石	7571904	0	DH04	8	47
记忆石	7573712	0	DH04	11	47
记忆石	7573712	1	H006	28	73
记忆石	7584087	0	DH04	56	41
记忆石	7584087	1	H008	82	70
记忆石	7584087	2	3	327	330
记忆石	7584087	3	H006	33	66
记忆石	7598180	0	D10061	26	19
记忆石	7599770	0	H204	21	19
记忆石	7603528	0	D515	29	15
记忆石	7610874	0	H204	21	19
记忆石	7753317	0	D10051	181	55
记忆石	7753317	1	H008	62	66
记忆石	7763841	0	D10061	26	19
记忆石	7774054	0	H006	45	54
记忆石	7774054	1	H008	82	70
记忆石	7788074	2	D10061	25	19
记忆石	7788074	3	D10062	26	11
记忆石	7788074	4	D10061	25	19
记忆石	7788074	5	D10051	189	53
记忆石	7788478	2	D10061	26	19
记忆石	7788478	4	D10061	25	19
记忆石	7788478	5	D10061	25	19
记忆石	7788479	4	D10061	25	19
记忆石	7788479	5	D10061	25	19
记忆石	7792250	0	H006	45	54
记忆石	7947923	0	H006	38	55
记忆石	7947923	1	H006	38	55
记忆石	7947923	2	D10061	26	19
记忆石	7953283	1	D10061	26	19
记忆石	8052422	0	D515	29	15
记忆石	8070502	2	H006	65	39
记忆石	8070502	3	D10061	26	19
记忆石	8070502	5	0151	16	10
记忆石	8193322	0	0137	17	9
记忆石	8193322	1	0137	17	9
记忆石	8193322	2	0137	17	9
记忆石	8193322	3	0137	17	9
记忆石	8361931	0	D10062	23	18
记忆石	8704781	0	H006	19	67
记忆石	8704781	1	H003	16	19
记忆石	8704781	2	D10061	26	19
记忆石	8704781	3	D2078	254	255
记忆石	8705514	0	D10061	26	19
记忆石	8705514	1	H008	84	72
记忆石	8705514	2	DH04	8	47
记忆石	8705514	3	D10062	23	18
记忆石	8705514	4	H010	170	174
记忆石	8705517	0	D10061	26	19
记忆石	8705517	1	H008	84	72
记忆石	8705517	2	DH04	8	47
记忆石	8705517	3	D10062	23	18
记忆石	8705517	4	H010	170	174
记忆石	8732447	0	H006	17	65
记忆石	8732511	0	xinren	26	9
记忆石	8732511	1	H008	81	69
记忆石	8732511	2	D10062	23	18
记忆石	8732512	0	H008	81	69
记忆石	8732520	0	D10061	26	19
记忆石	8732522	0	xinren	18	27
记忆石	8732528	0	D10062	23	18
记忆石	8732528	1	D10061	26	19
记忆石	8732559	0	H006	32	71
记忆石	8738525	0	DH04	8	47
记忆石	8738525	1	H008	84	72
记忆石	8738525	2	H010	170	174
记忆石	8738525	3	D10061	26	19
记忆石	8738525	4	D10062	23	18
记忆石	8751086	5	D10061	26	19
记忆石	8754234	5	DH04	36	43
记忆石	8756066	5	DH04	36	44
记忆石	8760023	0	0151	9	13
记忆石	8760023	1	H008	80	75
记忆石	8760023	2	DH04	8	47
记忆石	8760023	3	D10061	26	19
记忆石	8760023	4	D10062	23	18
记忆石	8775157	0	EM001	19	21
记忆石	8886730	5	H008	32	15
记忆石	8943508	5	xinren	31	29
记忆石	8948121	4	H008	75	47
记忆石	8948121	5	0151	15	10
记忆石	8960550	0	D2052	62	78
记忆石	8960550	1	D10062	23	18
记忆石	8960550	2	D10061	26	19
记忆石	8960550	3	DH04	8	47
记忆石	8970620	5	xinren	31	29
记忆石	8986874	0	xinren	16	26
记忆石	8997209	5	xinren	28	32
记忆石	8997661	5	xinren	29	27
记忆石	8997662	5	xinren	29	27
记忆石	9014572	0	xinren	30	19
记忆石	9014572	5	DH04	8	47
记忆石	9025401	5	D2079	50	34
记忆石	9026478	4	H008	58	55
记忆石	9026478	5	DH04	36	43
记忆石	9028293	5	xinren	28	14
记忆石	9036853	0	D10061	26	19
记忆石	9050090	0	H009	192	15
记忆石	9050235	0	H009	225	108
记忆石	9050325	0	H009	224	110
记忆石	9053262	4	H008	44	67
记忆石	9053262	5	0151	15	10
记忆石	9066633	5	D10062	23	18
记忆石	9066941	3	D515	20	8
记忆石	9066941	4	H008	82	81
记忆石	9066941	5	D10062	23	18
记忆石	9066945	3	DH04	24	50
记忆石	9066945	4	H008	82	81
记忆石	9066945	5	D10061	26	19
记忆石	9069193	5	T315	160	148
记忆石	9085470	5	xinren	29	20
记忆石	9085690	5	D10061	26	19
记忆石	9085832	0	D2079	53	52
记忆石	9085832	5	M101	27	34
记忆石	9088166	5	H007	118	6
记忆石	9096057	5	T219	53	77
记忆石	9098632	0	D10061	26	19
记忆石	9098632	1	D2078	254	255
记忆石	9098633	0	D10061	26	19
记忆石	9098633	1	3	330	328
记忆石	9100472	5	T219	53	77
记忆石	9101562	0	DH04	8	47
记忆石	9101562	1	D10061	26	19
记忆石	9101562	2	D10062	23	18
记忆石	9101567	0	DH04	9	47
记忆石	9101567	1	D10061	26	19
记忆石	9101567	2	D10062	23	18
记忆石	9101567	5	xinren	26	9
记忆石	9104821	5	DH04	36	43
记忆石	9105124	5	xinren	23	26
记忆石	9132287	5	D2079	18	20
记忆石	9150485	3	E603	124	65
记忆石	9150485	4	H008	82	81
记忆石	9150485	5	H007	104	11
记忆石	9151610	5	0151	16	11
记忆石	9151611	5	0151	16	11
记忆石	9154835	5	DH04	36	44
记忆石	9156544	5	D10061	26	19
记忆石	9217738	0	xinren	30	20
记忆石	9239115	0	DH04	8	47
记忆石	9245208	0	DH04	9	47
记忆石	9245208	1	D10061	26	19
记忆石	9245208	2	D10062	23	18
记忆石	9245209	0	DH04	9	47
记忆石	9245209	1	D10061	26	19
记忆石	9245209	2	D10062	23	18
记忆石	9245210	0	DH04	9	47
记忆石	9245210	1	D10061	26	19
记忆石	9245210	2	D10062	23	18
记忆石	9245211	0	DH04	9	47
记忆石	9245211	1	D10061	26	19
记忆石	9245211	2	D10062	23	18
记忆石	9245211	5	xinren	26	9
记忆石	9245212	0	DH04	9	47
记忆石	9245212	1	D10061	26	19
记忆石	9245212	2	D10062	23	18
记忆石	9251681	0	DH04	8	47
记忆石	9251681	1	D2079	51	51
记忆石	9256355	4	DH04	24	45
